x,y
429.0,164.0
66.0,165.0
256.0,165.0
316.0,166.0
429.0,167.0
425.0,168.0
144.0,169.0
256.0,170.0
175.0,172.0
184.0,172.0
55.0,172.0
64.0,172.0
151.0,173.0
312.0,173.0
307.0,173.0
420.0,174.0
58.0,175.0
131.0,175.0
320.0,176.0
435.0,174.0
325.0,176.0
153.0,181.0
321.0,181.0
451.0,180.0
454.0,180.0
53.0,181.0
348.0,184.0
480.0,182.0
165.0,183.0
120.0,184.0
156.0,183.0
298.0,183.0
432.0,184.0
113.0,184.0
166.0,187.0
174.0,189.0
364.0,188.0
273.0,188.0
289.0,189.0
474.0,189.0
183.0,191.0
279.0,189.0
325.0,191.0
314.0,192.0
441.0,191.0
52.0,193.0
485.0,193.0
293.0,194.0
308.0,194.0
275.0,196.0
94.0,198.0
104.0,197.0
153.0,197.0
283.0,198.0
492.0,200.0
383.0,200.0
394.0,201.0
20.0,201.0
94.0,203.0
223.0,203.0
417.0,203.0
20.0,204.0
87.0,205.0
362.0,204.0
255.0,205.0
282.0,206.0
353.0,207.0
413.0,206.0
433.0,206.0
381.0,206.0
407.0,206.0
427.0,206.0
458.0,207.0
464.0,207.0
360.0,208.0
365.0,208.0
86.0,209.0
373.0,208.0
134.0,209.0
345.0,211.0
491.0,210.0
97.0,212.0
252.0,212.0
406.0,212.0
340.0,213.0
156.0,215.0
377.0,214.0
424.0,214.0
101.0,214.0
32.0,216.0
134.0,216.0
148.0,215.0
231.0,216.0
137.0,217.0
168.0,221.0
178.0,219.0
226.0,218.0
181.0,220.0
204.0,220.0
416.0,220.0
30.0,223.0
416.0,223.0
488.0,223.0
41.0,224.0
297.0,224.0
71.0,225.0
156.0,225.0
6.0,226.0
61.0,227.0
87.0,226.0
205.0,226.0
223.0,226.0
17.0,226.0
36.0,226.0
105.0,227.0
214.0,227.0
488.0,228.0
155.0,231.0
214.0,231.0
297.0,231.0
312.0,232.0
208.0,232.0
255.0,234.0
6.0,235.0
383.0,235.0
427.0,234.0
498.0,234.0
502.0,234.0
64.0,236.0
141.0,236.0
267.0,236.0
88.0,241.0
165.0,242.0
292.0,242.0
155.0,244.0
402.0,243.0
487.0,244.0
5.0,244.0
130.0,244.0
410.0,243.0
256.0,245.0
305.0,245.0
143.0,246.0
148.0,246.0
97.0,247.0
257.0,248.0
112.0,249.0
266.0,250.0
393.0,249.0
65.0,251.0
310.0,250.0
120.0,251.0
482.0,252.0
122.0,254.0
329.0,255.0
363.0,255.0
54.0,257.0
256.0,257.0
266.0,258.0
100.0,257.0
104.0,257.0
146.0,258.0
287.0,258.0
364.0,258.0
69.0,258.0
155.0,261.0
462.0,261.0
358.0,261.0
123.0,263.0
170.0,263.0
161.0,263.0
285.0,266.0
35.0,266.0
314.0,266.0
155.0,267.0
481.0,266.0
83.0,267.0
87.0,267.0
193.0,268.0
180.0,268.0
342.0,269.0
142.0,269.0
346.0,269.0
320.0,271.0
463.0,272.0
142.0,273.0
153.0,273.0
70.0,275.0
283.0,275.0
329.0,274.0
336.0,274.0
125.0,276.0
351.0,277.0
154.0,278.0
1.0,279.0
123.0,278.0
223.0,278.0
322.0,279.0
167.0,281.0
456.0,280.0
162.0,281.0
322.0,282.0
313.0,282.0
358.0,284.0
456.0,285.0
131.0,286.0
125.0,287.0
136.0,288.0
368.0,290.0
258.0,290.0
303.0,289.0
307.0,289.0
124.0,293.0
44.0,293.0
466.0,293.0
265.0,296.0
44.0,296.0
80.0,296.0
260.0,295.0
298.0,296.0
477.0,296.0
362.0,297.0
311.0,298.0
381.0,298.0
468.0,298.0
125.0,298.0
375.0,298.0
330.0,300.0
275.0,301.0
313.0,301.0
316.0,301.0
262.0,302.0
332.0,302.0
146.0,303.0
149.0,304.0
156.0,305.0
365.0,305.0
387.0,304.0
477.0,304.0
31.0,306.0
228.0,306.0
280.0,306.0
359.0,306.0
376.0,306.0
462.0,306.0
469.0,306.0
276.0,306.0
351.0,306.0
371.0,306.0
380.0,306.0
141.0,307.0
416.0,308.0
446.0,308.0
475.0,307.0
156.0,309.0
401.0,308.0
230.0,310.0
264.0,312.0
49.0,313.0
475.0,313.0
287.0,313.0
290.0,313.0
273.0,314.0
149.0,316.0
336.0,315.0
446.0,317.0
230.0,318.0
263.0,318.0
415.0,318.0
335.0,319.0
274.0,322.0
479.0,320.0
3.0,320.0
154.0,323.0
280.0,323.0
314.0,323.0
487.0,322.0
491.0,322.0
266.0,323.0
322.0,323.0
474.0,323.0
67.0,324.0
232.0,324.0
296.0,327.0
446.0,327.0
300.0,327.0
335.0,329.0
70.0,330.0
342.0,331.0
425.0,330.0
392.0,332.0
421.0,332.0
346.0,333.0
382.0,334.0
398.0,333.0
415.0,333.0
146.0,336.0
249.0,336.0
368.0,336.0
375.0,336.0
233.0,338.0
244.0,337.0
259.0,338.0
384.0,340.0
124.0,341.0
244.0,341.0
403.0,341.0
259.0,343.0
231.0,344.0
388.0,344.0
224.0,345.0
280.0,346.0
403.0,346.0
183.0,347.0
235.0,350.0
257.0,348.0
124.0,349.0
265.0,349.0
224.0,350.0
448.0,351.0
504.0,351.0
252.0,353.0
219.0,353.0
354.0,353.0
450.0,353.0
204.0,354.0
428.0,356.0
31.0,356.0
149.0,356.0
354.0,356.0
28.0,356.0
140.0,357.0
249.0,356.0
136.0,358.0
143.0,358.0
188.0,359.0
264.0,359.0
468.0,359.0
195.0,360.0
233.0,361.0
431.0,362.0
136.0,363.0
143.0,363.0
234.0,364.0
240.0,364.0
450.0,364.0
443.0,364.0
468.0,365.0
482.0,365.0
285.0,366.0
460.0,365.0
246.0,368.0
395.0,368.0
428.0,367.0
500.0,367.0
326.0,369.0
80.0,370.0
154.0,371.0
144.0,372.0
233.0,372.0
465.0,372.0
258.0,373.0
460.0,374.0
80.0,374.0
452.0,375.0
42.0,376.0
448.0,375.0
494.0,376.0
334.0,379.0
330.0,380.0
435.0,380.0
440.0,380.0
462.0,381.0
120.0,382.0
217.0,383.0
39.0,383.0
234.0,383.0
495.0,383.0
290.0,387.0
400.0,386.0
404.0,387.0
458.0,390.0
294.0,392.0
404.0,394.0
230.0,394.0
408.0,394.0
306.0,395.0
322.0,396.0
115.0,397.0
399.0,396.0
40.0,398.0
508.0,397.0
325.0,400.0
408.0,400.0
236.0,400.0
318.0,401.0
347.0,401.0
230.0,403.0
340.0,402.0
306.0,405.0
243.0,404.0
296.0,405.0
378.0,405.0
59.0,409.0
243.0,409.0
415.0,410.0
44.0,409.0
252.0,409.0
378.0,410.0
458.0,410.0
49.0,410.0
229.0,412.0
371.0,411.0
221.0,413.0
112.0,414.0
79.0,414.0
380.0,415.0
422.0,414.0
38.0,415.0
432.0,417.0
176.0,418.0
358.0,419.0
160.0,420.0
301.0,418.0
365.0,419.0
168.0,420.0
420.0,422.0
64.0,422.0
301.0,423.0
371.0,424.0
110.0,425.0
458.0,428.0
65.0,429.0
161.0,429.0
220.0,430.0
277.0,430.0
383.0,430.0
273.0,430.0
302.0,432.0
161.0,434.0
293.0,434.0
383.0,434.0
398.0,435.0
13.0,437.0
25.0,437.0
42.0,436.0
153.0,438.0
161.0,438.0
281.0,438.0
287.0,438.0
108.0,438.0
210.0,439.0
294.0,439.0
343.0,438.0
