source_index,target_index,edge_weight
117,129,6.0
118,175,41.04163056034261
119,127,7.650281539872885
119,134,7.650281539872885
120,152,17.47598615915314
120,161,19.676619087329467
121,141,9.414213562373096
122,123,9.0
122,129,7.82842712474619
123,152,23.200058016357435
124,125,6.0
124,154,16.72792206135786
125,157,22.792417163603837
126,132,8.82842712474619
126,133,4.414213562373095
127,134,2.8284271247461903
127,136,6.06449510224598
128,131,5.0
128,139,5.650281539872885
129,135,2.8284271247461903
130,132,3.0
130,148,22.31370849898476
131,145,8.82842712474619
132,144,8.478708664619074
133,138,17.48528137423857
133,147,5.82842712474619
134,149,8.242640687119286
135,140,13.064495102245981
135,153,10.0
136,142,3.0
137,143,4.23606797749979
137,165,24.206630725976932
138,165,22.620844288350032
138,166,17.14213562373095
139,140,10.0
139,145,10.242640687119286
140,153,15.89292222699217
141,158,10.06449510224598
142,149,4.23606797749979
143,159,11.89292222699217
143,163,11.478708664619074
144,147,3.0
145,151,15.478708664619074
145,176,37.863484975469305
146,156,10.65685424949238
147,164,11.06449510224598
148,167,18.549776476484553
149,155,5.0
150,154,3.82842712474619
150,178,21.899494936611664
151,188,27.47598615915314
152,161,9.89292222699217
152,177,21.378203601230744
153,160,4.0
154,178,20.313708498984763
155,169,14.12899020449196
155,180,20.135562914111457
156,159,14.06449510224598
156,172,15.313708498984763
157,174,27.970562748477143
157,213,43.82842712474619
158,162,7.23606797749979
158,174,12.478708664619074
159,163,11.650281539872886
159,172,10.89292222699217
160,176,13.242640687119286
160,177,27.37820360123074
161,186,20.233345472033854
162,170,7.414213562373095
163,171,8.30056307974577
164,166,4.0
164,173,8.650281539872886
165,166,31.37820360123074
165,168,6.8863495173726745
167,169,21.307135789365265
167,183,20.79241716360384
168,171,5.0
169,180,18.071067811865476
169,183,13.307135789365264
170,179,12.65685424949238
170,182,10.414213562373096
172,181,7.23606797749979
173,196,26.62084428835003
173,208,27.82842712474619
174,184,8.478708664619075
175,179,2.8284271247461903
176,187,24.31370849898476
176,191,11.16227766016838
177,186,16.72134935173836
177,187,11.478708664619074
178,203,25.899494936611664
179,185,7.0
180,188,13.899494936611667
181,190,8.071067811865476
181,225,50.59140703682715
182,184,5.0
182,192,10.714776642118863
183,193,12.485281374238571
183,198,13.812559200041266
184,214,26.071067811865476
185,192,9.485281374238571
185,204,22.963990038857645
186,189,2.0
187,199,14.721349351738361
188,194,7.0
189,195,7.47213595499958
190,207,17.899494936611667
190,219,53.11269837220809
191,211,18.071067811865476
191,222,35.03505785072312
192,204,22.54977647648455
192,214,18.89292222699217
193,197,7.0
193,198,12.06449510224598
194,197,20.82842712474619
194,200,3.414213562373095
195,199,6.414213562373095
195,202,11.071067811865476
196,208,20.727922061357855
196,210,17.313708498984763
198,205,7.23606797749979
199,209,12.656854249492381
200,201,9.414213562373096
200,206,7.414213562373095
201,211,39.970562748477136
201,235,44.2776985378424
202,212,11.65685424949238
203,237,36.963990038857645
203,249,52.93455278733478
204,225,25.035057850723124
205,216,5.23606797749979
206,254,48.20663072597692
207,217,6.0
207,226,33.21320343559643
208,215,4.82842712474619
209,212,4.0
209,222,21.54977647648455
210,224,19.96399003885765
210,230,21.82842712474619
211,229,18.650281539872886
213,233,24.071067811865476
214,221,8.414213562373096
215,218,9.06449510224598
215,220,7.0
216,224,11.721349351738361
216,228,15.47213595499958
217,241,26.65685424949238
217,273,59.996325384114826
218,219,7.0
218,220,8.650281539872886
219,226,11.899494936611667
220,223,3.414213562373095
221,232,14.0
221,244,31.62741699796952
222,229,25.297840574279835
222,251,37.2776985378424
223,230,34.72792206135786
223,245,21.82842712474619
224,227,4.0
225,236,17.96399003885765
225,272,52.076688411065724
226,245,31.455844122715718
227,228,9.242640687119284
227,234,11.242640687119284
228,242,12.06449510224598
229,231,5.99070478491457
229,285,43.990327586314216
230,240,7.06449510224598
231,235,13.65685424949238
231,356,86.37820360123075
232,238,4.0
232,239,33.071067811865476
233,244,8.478708664619075
233,246,9.82842712474619
234,240,7.82842712474619
234,242,15.478708664619075
235,243,8.65685424949238
236,239,3.0
236,283,57.597979746446654
237,253,13.89292222699217
237,255,23.556349186104047
238,247,23.313708498984763
238,250,10.82842712474619
239,265,26.035057850723124
240,261,17.414213562373096
241,273,24.49847350245616
242,262,21.55634918610405
242,267,20.640986324787455
243,254,41.55634918610404
243,257,16.899494936611667
244,247,6.23606797749979
245,256,10.242640687119286
246,248,4.650281539872885
246,253,38.30713578936526
247,248,5.0
247,259,8.019764837837084
248,264,12.242640687119286
249,258,10.06449510224598
249,260,8.47213595499958
250,265,17.72792206135786
250,266,10.0
251,252,14.064495102245981
251,275,16.899494936611667
252,275,14.071067811865477
253,255,21.82842712474619
253,298,24.721349351738358
254,263,6.478708664619075
255,258,7.0
255,298,36.04163056034261
256,273,44.47598615915313
256,295,28.970562748477143
257,281,29.556349186104047
258,260,11.30056307974577
259,271,16.071067811865476
259,274,9.414213562373096
260,282,21.584300887831354
260,291,15.899494936611665
261,279,12.65685424949238
261,286,14.89292222699217
262,263,5.0
262,267,11.478708664619074
263,268,4.0
264,274,14.071067811865476
264,308,26.028485141103626
265,278,15.307135789365265
265,305,28.041630560342618
266,271,5.0
266,278,6.650281539872885
267,284,12.307135789365265
267,293,14.485281374238571
268,277,6.06449510224598
268,280,6.82842712474619
269,270,2.0
270,328,66.14118351331172
271,287,9.242640687119284
272,276,13.65685424949238
272,283,7.0
273,276,5.23606797749979
273,300,55.33347333682184
274,287,11.65685424949238
275,289,6.0
276,299,13.81913190966076
277,280,6.82842712474619
277,281,5.414213562373095
278,292,6.23606797749979
279,284,9.23606797749979
279,286,8.23606797749979
279,302,8.242640687119286
280,293,8.071067811865476
281,288,4.0
282,291,11.478708664619074
283,299,12.05519988716055
284,290,4.0
285,296,32.090832649702556
285,360,57.62741699796951
286,297,7.0710678118654755
287,294,5.0
288,306,22.29784057427983
288,319,25.38477631085024
289,296,7.773387165490545
289,303,7.650281539872885
290,302,7.478708664619075
290,306,18.543203766865055
291,328,29.200058016357435
292,294,9.414213562373096
292,304,4.82842712474619
293,306,7.60555127546399
294,318,16.478708664619077
295,297,8.0
295,301,3.414213562373095
296,303,7.0
296,321,18.77995987511004
297,307,5.82842712474619
298,314,13.313708498984763
299,325,42.44927141309621
299,331,25.37820360123074
300,301,4.0
300,311,20.721349351738358
301,343,35.071067811865476
302,309,5.23606797749979
304,317,40.16190046156803
304,324,18.242640687119284
305,317,13.95153275036385
306,313,10.43397840021018
306,319,37.505046212075655
307,310,10.65685424949238
307,315,9.478708664619074
308,312,9.478708664619074
308,316,8.650281539872886
309,310,3.0
309,313,15.404918347287666
309,322,14.576491222541476
310,315,8.071067811865476
311,320,15.89292222699217
312,314,3.0
312,316,6.06449510224598
313,322,17.135562914111457
314,323,9.414213562373096
315,327,10.307135789365265
315,339,20.556349186104047
316,329,10.819131909660761
316,344,37.647181835806606
317,325,11.99070478491457
317,330,8.812559200041264
318,324,17.89292222699217
318,344,20.892922226992173
319,326,10.242640687119286
320,334,20.64755903440695
320,353,27.792417163603837
321,360,33.03505785072312
321,406,55.071067811865476
322,327,4.0
322,335,5.0
323,329,5.06449510224598
323,346,22.37820360123074
324,337,7.82842712474619
325,333,8.478708664619075
326,356,32.62741699796952
327,339,20.31370849898476
328,332,4.414213562373095
328,355,23.54977647648455
329,348,15.064495102245981
330,338,11.06449510224598
330,341,9.414213562373096
331,333,44.31370849898476
331,334,4.0
332,347,52.970562748477136
332,366,31.62084428835002
333,340,5.0
334,351,17.071067811865476
335,342,8.06449510224598
335,365,51.36853118754497
336,357,40.62741699796951
336,388,44.28427124746189
337,338,20.414213562373096
337,345,8.414213562373096
338,341,12.30056307974577
339,343,14.307135789365265
340,380,40.58483432720767
341,370,19.0
342,402,41.31370849898475
342,422,63.66247484869264
343,352,6.242640687119285
344,349,4.0
345,359,17.313708498984763
345,368,15.414213562373096
346,347,3.0
346,350,8.650281539872886
347,375,24.792417163603837
348,350,6.414213562373095
348,358,11.307135789365265
348,384,28.09083264970256
349,359,10.071067811865476
349,361,9.82842712474619
350,392,29.727922061357855
351,363,10.89292222699217
351,371,18.549776476484553
352,354,8.82842712474619
352,365,14.91118965504441
353,354,3.0
353,364,15.899494936611667
354,365,13.627805494253789
355,357,3.0
355,367,20.899494936611664
356,373,10.828427124746192
357,388,26.38477631085024
358,361,28.262405524956367
358,393,22.89292222699217
359,362,3.0
360,374,9.0
361,362,10.23606797749979
361,394,20.549776476484553
362,368,16.65685424949238
363,364,7.16227766016838
363,371,17.478708664619077
363,387,16.48528137423857
364,382,15.478708664619074
365,382,20.25311030987094
365,435,41.87258245518791
366,367,3.0
366,369,3.414213562373095
367,414,34.62741699796952
368,370,30.82842712474619
368,376,7.23606797749979
369,378,23.899494936611667
369,389,22.727922061357855
370,377,15.478708664619077
371,379,11.714776642118863
372,373,3.0
372,407,23.72134935173836
373,383,9.89292222699217
374,404,20.485281374238568
374,405,25.556349186104047
375,378,5.414213562373095
375,390,9.071067811865476
376,395,16.48528137423857
376,396,10.0
377,381,13.990704784914572
377,391,7.650281539872885
378,385,5.23606797749979
379,380,7.16227766016838
379,386,3.82842712474619
380,381,17.82842712474619
380,411,25.970562748477143
381,391,9.47213595499958
381,411,14.82842712474619
382,387,5.16227766016838
382,400,8.16227766016838
382,473,51.23296827343351
383,412,16.414213562373096
383,425,44.04163056034261
384,392,7.47213595499958
384,393,22.82842712474619
384,403,9.47213595499958
385,389,4.0
385,390,13.656854249492381
386,387,30.892922226992173
386,437,31.45584412271571
388,397,6.0
389,398,7.06449510224598
390,392,8.576491222541474
391,399,26.656854249492383
391,411,17.307135789365265
392,442,29.890199721526237
393,394,12.576491222541476
393,401,6.16227766016838
394,396,36.24264068711929
394,419,17.404918347287666
395,396,11.23606797749979
395,399,9.414213562373096
396,429,16.414213562373096
397,423,16.48528137423857
397,432,22.37820360123074
398,410,17.071067811865476
398,441,24.556349186104047
399,444,31.455844122715718
400,437,22.62084428835003
400,478,46.79898987322333
401,413,9.30056307974577
401,418,9.242640687119284
402,421,10.414213562373096
402,430,27.142135623730955
403,416,16.071067811865476
403,433,14.242640687119284
404,405,19.414213562373096
404,409,3.414213562373095
405,408,7.0
406,409,11.0
406,454,23.242640687119287
407,408,17.414213562373096
407,412,17.06449510224598
407,462,26.89292222699217
408,453,22.404918347287662
409,454,22.48528137423857
410,415,13.242640687119287
410,424,10.478708664619075
411,420,5.23606797749979
412,426,26.892922226992173
412,449,16.06449510224598
413,416,5.0
413,418,9.82842712474619
414,415,8.414213562373096
414,427,11.071067811865476
415,428,7.65685424949238
416,434,9.478708664619074
417,432,8.071067811865476
418,419,4.576491222541475
419,429,41.242640687119284
419,443,8.23606797749979
420,439,11.12899020449196
420,457,16.242640687119284
421,465,25.798989873223334
421,505,46.48528137423857
422,430,6.23606797749979
422,431,4.414213562373095
423,427,4.0
423,446,10.485281374238571
424,428,4.0
424,441,10.307135789365265
425,426,7.0
425,431,5.0
425,452,10.0
426,449,25.135562914111457
427,447,7.0
428,461,21.384776310850242
429,472,23.06449510224598
430,451,10.82842712474619
431,440,5.0
432,450,10.06449510224598
433,436,7.414213562373095
433,438,3.82842712474619
434,436,6.23606797749979
434,448,19.892922226992173
435,458,12.06449510224598
436,455,16.899494936611667
437,445,3.0
438,442,11.650281539872886
438,455,9.414213562373096
439,444,3.0
439,457,15.485281374238571
440,451,12.65685424949238
440,452,8.242640687119284
441,463,24.37820360123074
441,483,30.44927141309622
442,463,13.307135789365265
443,448,3.414213562373095
443,456,14.65685424949238
444,486,38.34876634970787
445,464,13.307135789365265
445,494,36.691912100215504
446,450,16.65685424949238
446,467,14.242640687119287
447,461,11.12899020449196
447,467,17.549776476484553
448,459,7.414213562373095
449,462,27.54977647648455
451,466,8.0
452,481,18.135562914111457
453,462,9.89292222699217
453,488,28.37820360123074
455,476,14.307135789365265
456,459,15.242640687119286
456,460,4.0
457,475,12.714776642118863
458,465,8.06449510224598
458,474,10.06449510224598
459,495,24.721349351738358
460,471,28.792417163603837
460,477,17.899494936611667
461,483,16.135562914111457
461,491,24.627416997969522
462,470,6.0
463,469,5.0
464,513,37.62084428835002
465,468,4.0
466,503,27.135562914111453
466,586,80.35533905932738
467,491,12.650281539872886
468,474,6.82842712474619
468,505,35.03505785072312
469,479,8.06449510224598
469,493,12.65685424949238
470,482,4.23606797749979
470,488,25.899494936611664
471,472,4.0
471,480,7.82842712474619
472,485,6.656854249492381
473,478,5.65685424949238
474,490,8.0
475,489,6.82842712474619
475,513,39.520339224961674
476,479,4.23606797749979
476,484,8.650281539872886
477,480,4.414213562373095
477,495,41.55634918610404
478,487,4.82842712474619
478,497,13.30056307974577
479,493,13.26240552495637
479,508,19.404918347287666
480,496,19.313708498984763
481,541,43.112698372208094
481,559,46.79241716360383
482,506,18.071067811865476
483,492,5.0
484,499,15.721349351738361
485,486,10.414213562373096
485,496,8.650281539872886
486,521,34.870057685088796
487,497,10.335087491092574
488,500,11.478708664619074
489,518,25.028485141103626
489,536,27.478708664619074
490,512,19.721349351738358
490,574,54.8634849754693
491,501,11.307135789365265
491,507,16.233345472033854
492,498,8.478708664619075
492,516,17.72792206135786
493,519,21.436814124602424
494,523,26.856912265849818
494,526,27.37820360123074
495,502,6.478708664619075
496,511,8.82842712474619
497,504,5.60555127546399
497,526,13.650281539872886
498,501,14.064495102245981
498,527,20.727922061357855
499,502,10.414213562373096
499,509,9.89292222699217
500,532,21.31370849898476
501,507,15.06449510224598
501,527,12.828427124746192
502,520,12.404918347287664
503,505,6.82842712474619
503,540,18.89292222699217
504,515,5.656854249492381
505,529,11.0
506,537,14.650281539872886
507,514,5.8863495173726745
508,510,4.0
508,517,6.242640687119285
509,510,6.0
509,520,21.233345472033854
510,530,10.0
511,557,22.650281539872886
512,515,5.82842712474619
513,522,4.0
514,525,13.656854249492381
514,563,27.090832649702556
515,524,5.23606797749979
516,528,10.65685424949238
516,539,11.414213562373096
517,519,19.404918347287666
517,533,8.0
518,521,3.0
518,536,18.313708498984763
519,528,8.123105625617661
519,545,10.16227766016838
520,543,9.23606797749979
520,553,41.36890838614531
521,531,6.414213562373095
522,523,6.23606797749979
522,535,6.82842712474619
523,555,15.721349351738361
524,526,7.414213562373095
524,583,41.620844288350014
526,549,10.16227766016838
527,554,13.478708664619074
528,539,9.26240552495637
529,540,10.478708664619075
529,546,9.06449510224598
530,533,9.414213562373096
530,534,4.0
531,584,37.721349351738354
532,538,6.414213562373095
532,542,35.82842712474619
533,547,11.307135789365265
534,543,22.071067811865476
534,588,42.547053971018606
535,561,22.161900461568038
535,570,22.071067811865476
536,561,19.785844453984343
537,542,7.0
537,544,11.650281539872886
537,556,8.242640687119286
538,551,6.414213562373095
538,552,17.307135789365265
539,554,34.48528137423857
539,560,13.543203766865055
539,577,32.041630560342625
540,568,19.48528137423857
541,544,5.414213562373095
542,550,6.0
543,548,3.414213562373095
544,565,16.071067811865476
545,547,10.0
545,560,9.89292222699217
546,574,18.899494936611664
546,605,42.47870866461908
547,558,6.0
549,571,17.307135789365265
549,583,31.028485141103623
550,556,4.414213562373095
550,564,11.478708664619074
551,552,2.0
551,566,37.14213562373095
553,557,25.307135789365265
554,562,8.656854249492381
555,573,25.38477631085024
555,593,36.71862684627242
556,567,10.650281539872886
557,607,37.0
558,576,17.142135623730955
558,590,37.52033922496169
559,572,12.414213562373096
560,576,13.404918347287666
560,582,28.87005768508881
561,570,18.647559034406953
561,578,19.79241716360384
562,563,17.951532750363853
564,566,4.0
564,567,7.39834563766817
565,569,7.650281539872885
565,572,22.06449510224598
566,587,21.54977647648455
567,569,5.82842712474619
567,587,27.576114023941134
568,591,25.206630725976932
568,597,24.819131909660758
569,581,26.142135623730955
569,589,16.714776642118863
570,575,3.0
571,573,3.0
571,585,14.89292222699217
572,580,10.414213562373096
573,593,19.485281374238568
574,609,26.0
575,593,75.09683044750317
576,579,6.23606797749979
577,582,7.4787086646190755
577,594,16.307135789365265
578,584,18.48528137423857
578,608,25.970562748477143
579,601,18.714776642118867
579,603,21.54977647648455
580,581,4.0
580,586,13.242640687119286
581,599,14.65685424949238
582,594,15.899494936611667
582,603,21.37820360123074
583,623,29.37820360123074
583,627,30.485281374238568
584,595,7.47213595499958
585,593,13.65685424949238
585,626,25.242640687119284
586,592,8.242640687119286
586,600,12.650281539872886
587,618,27.691912100215507
588,590,10.0
588,625,26.62084428835003
589,612,17.714776642118863
589,616,21.135562914111453
590,601,34.54977647648455
591,592,3.0
591,597,15.48528137423857
592,598,7.23606797749979
593,604,9.0
594,606,13.721349351738361
595,596,5.0
595,602,5.0
596,607,37.14213562373095
596,613,13.721349351738361
597,605,17.65685424949238
597,650,32.30713578936526
598,600,8.47213595499958
599,600,18.47213595499958
599,610,8.89292222699217
600,628,16.48528137423857
601,615,21.135562914111453
601,638,25.14213562373095
602,608,5.650281539872885
602,617,11.478708664619074
603,615,7.0
604,626,18.549776476484553
604,670,49.00562059920026
605,611,5.242640687119286
606,631,18.72134935173836
607,614,3.82842712474619
608,617,9.019764837837084
609,611,8.23606797749979
609,619,7.82842712474619
610,612,10.650281539872886
610,629,16.071067811865476
611,646,23.478708664619077
612,616,13.06449510224598
612,629,11.064495102245981
613,622,16.478708664619077
614,620,11.478708664619074
614,621,6.16227766016838
615,634,16.88362701190674
617,648,20.30713578936526
617,691,47.54705397101861
619,624,4.0
619,645,17.242640687119284
620,621,8.23606797749979
620,632,30.307135789365265
621,622,14.576491222541476
621,641,10.414213562373096
622,641,21.727922061357855
623,624,8.23606797749979
623,627,13.22677276241436
623,633,8.65685424949238
624,633,8.82842712474619
625,630,7.60555127546399
626,635,7.414213562373095
627,639,11.89292222699217
627,649,13.576491222541474
628,643,14.957417329238151
628,652,20.142135623730955
629,658,14.242640687119287
630,632,10.123105625617661
630,640,38.24264068711929
630,667,17.478708664619077
631,636,5.650281539872885
631,637,26.242640687119284
632,673,30.627416997969526
633,644,9.414213562373096
634,637,10.47213595499958
634,638,37.65028153987288
634,661,9.886349517372675
635,639,6.0
635,642,3.414213562373095
636,659,10.47213595499958
636,663,15.899494936611667
637,660,9.414213562373096
638,640,11.0
638,662,9.886349517372675
639,651,8.82842712474619
640,653,8.82842712474619
641,654,8.06449510224598
642,655,12.478708664619074
642,656,6.0
643,647,7.16227766016838
643,652,23.071067811865476
644,645,9.0
644,649,16.47213595499958
644,679,13.0
645,646,11.0
645,675,11.0
646,657,12.828427124746192
646,664,6.23606797749979
647,650,9.23606797749979
647,676,12.242640687119286
648,687,25.970562748477143
648,696,29.242640687119284
649,651,10.0
649,677,10.414213562373096
650,657,10.414213562373096
650,676,10.89292222699217
651,656,9.23606797749979
652,668,7.478708664619075
653,662,6.23606797749979
653,667,42.89292222699217
654,673,13.721349351738361
654,681,12.0
655,656,9.47213595499958
655,671,28.30713578936526
657,664,13.242640687119284
658,669,6.8863495173726745
659,660,31.650281539872886
659,665,5.650281539872885
660,666,3.6502815398728847
661,662,41.82842712474619
661,666,5.82842712474619
661,701,30.478708664619077
662,698,37.34876634970789
663,665,4.414213562373095
664,675,14.478708664619074
666,684,12.65685424949238
667,672,6.60555127546399
667,693,53.854189760383875
668,669,28.727922061357855
670,671,10.0
670,692,29.792417163603837
672,680,15.656854249492383
672,690,14.071067811865477
673,678,3.0
674,683,9.656854249492381
674,687,17.135562914111457
675,682,4.47213595499958
676,689,12.0
677,685,12.89292222699217
677,688,9.414213562373096
678,680,9.414213562373096
678,681,11.82842712474619
679,682,6.23606797749979
679,685,7.4787086646190755
680,690,13.485281374238571
681,683,5.0
683,686,5.23606797749979
684,699,22.14213562373095
684,700,17.65685424949238
685,688,10.06449510224598
686,694,22.95741732923815
687,694,6.0
688,695,5.0
689,697,7.414213562373095
690,693,3.0
691,692,5.0
691,696,23.485281374238568
694,703,17.135562914111457
696,703,5.23606797749979
697,704,9.06449510224598
698,701,15.650281539872886
698,702,12.23606797749979
699,700,17.23606797749979
700,701,7.0
