x,y
292.0,118.0
433.0,117.0
212.0,119.0
34.0,120.0
474.0,120.0
186.0,123.0
301.0,124.0
455.0,124.0
30.0,124.0
446.0,125.0
459.0,124.0
396.0,126.0
414.0,125.0
294.0,126.0
294.0,129.0
107.0,130.0
268.0,130.0
414.0,132.0
30.0,132.0
407.0,132.0
25.0,132.0
231.0,134.0
289.0,133.0
404.0,132.0
143.0,134.0
295.0,134.0
140.0,134.0
149.0,134.0
241.0,134.0
90.0,135.0
94.0,135.0
276.0,135.0
299.0,138.0
308.0,138.0
123.0,138.0
241.0,140.0
233.0,140.0
469.0,141.0
32.0,144.0
123.0,142.0
212.0,142.0
119.0,143.0
262.0,143.0
451.0,144.0
112.0,144.0
441.0,144.0
233.0,146.0
250.0,145.0
98.0,147.0
110.0,148.0
224.0,147.0
356.0,148.0
199.0,149.0
482.0,150.0
103.0,150.0
249.0,150.0
269.0,149.0
240.0,150.0
33.0,151.0
221.0,153.0
464.0,153.0
267.0,154.0
160.0,155.0
253.0,154.0
459.0,154.0
237.0,156.0
394.0,157.0
45.0,157.0
96.0,158.0
484.0,158.0
55.0,158.0
71.0,159.0
106.0,159.0
113.0,159.0
164.0,159.0
170.0,159.0
83.0,160.0
124.0,160.0
229.0,160.0
329.0,160.0
337.0,161.0
351.0,162.0
300.0,164.0
490.0,163.0
459.0,164.0
58.0,164.0
70.0,165.0
307.0,167.0
426.0,165.0
337.0,169.0
361.0,167.0
364.0,167.0
425.0,168.0
480.0,168.0
351.0,169.0
392.0,168.0
80.0,170.0
47.0,170.0
51.0,170.0
389.0,170.0
192.0,174.0
82.0,172.0
298.0,173.0
322.0,172.0
139.0,173.0
345.0,173.0
36.0,174.0
477.0,175.0
242.0,176.0
496.0,176.0
187.0,176.0
250.0,176.0
36.0,178.0
217.0,178.0
469.0,177.0
503.0,180.0
441.0,179.0
25.0,179.0
454.0,182.0
478.0,182.0
468.0,184.0
14.0,184.0
20.0,184.0
37.0,184.0
118.0,185.0
347.0,185.0
7.0,185.0
454.0,187.0
476.0,186.0
463.0,187.0
36.0,190.0
27.0,190.0
40.0,191.0
122.0,190.0
192.0,192.0
264.0,192.0
260.0,192.0
503.0,194.0
443.0,195.0
449.0,195.0
46.0,197.0
255.0,198.0
36.0,200.0
436.0,198.0
476.0,199.0
49.0,202.0
202.0,200.0
124.0,202.0
362.0,201.0
67.0,203.0
164.0,203.0
61.0,203.0
76.0,203.0
442.0,204.0
124.0,205.0
272.0,205.0
437.0,204.0
450.0,205.0
407.0,206.0
36.0,207.0
60.0,207.0
297.0,206.0
477.0,207.0
436.0,208.0
484.0,207.0
364.0,208.0
51.0,210.0
76.0,212.0
118.0,211.0
386.0,211.0
112.0,211.0
404.0,212.0
445.0,211.0
51.0,214.0
126.0,214.0
178.0,214.0
228.0,215.0
475.0,215.0
391.0,218.0
292.0,221.0
382.0,219.0
39.0,219.0
220.0,220.0
227.0,220.0
366.0,220.0
404.0,221.0
466.0,220.0
494.0,222.0
502.0,221.0
38.0,225.0
466.0,223.0
70.0,224.0
210.0,224.0
384.0,225.0
442.0,224.0
182.0,226.0
266.0,225.0
401.0,226.0
472.0,225.0
133.0,227.0
209.0,227.0
204.0,227.0
296.0,227.0
319.0,227.0
410.0,227.0
331.0,228.0
90.0,230.0
410.0,230.0
70.0,230.0
331.0,232.0
442.0,232.0
472.0,232.0
378.0,232.0
476.0,232.0
189.0,234.0
405.0,233.0
367.0,235.0
21.0,235.0
229.0,236.0
238.0,236.0
65.0,239.0
229.0,240.0
378.0,240.0
413.0,240.0
440.0,240.0
436.0,240.0
351.0,241.0
360.0,241.0
375.0,242.0
5.0,242.0
214.0,245.0
296.0,245.0
415.0,246.0
193.0,249.0
371.0,247.0
419.0,246.0
66.0,248.0
262.0,248.0
290.0,249.0
9.0,250.0
231.0,250.0
256.0,249.0
266.0,249.0
327.0,250.0
375.0,250.0
234.0,251.0
63.0,253.0
298.0,253.0
422.0,253.0
406.0,254.0
69.0,255.0
397.0,254.0
323.0,256.0
58.0,257.0
66.0,256.0
308.0,257.0
110.0,259.0
236.0,259.0
388.0,259.0
324.0,261.0
200.0,262.0
249.0,262.0
298.0,263.0
330.0,261.0
237.0,264.0
41.0,265.0
146.0,266.0
372.0,266.0
289.0,267.0
242.0,268.0
40.0,270.0
498.0,271.0
298.0,271.0
360.0,270.0
78.0,274.0
503.0,274.0
299.0,275.0
437.0,274.0
26.0,276.0
160.0,276.0
343.0,277.0
500.0,277.0
505.0,276.0
350.0,277.0
242.0,279.0
121.0,282.0
238.0,280.0
317.0,280.0
41.0,282.0
73.0,284.0
146.0,285.0
506.0,286.0
59.0,286.0
317.0,286.0
116.0,288.0
71.0,290.0
316.0,289.0
67.0,290.0
193.0,291.0
437.0,292.0
94.0,292.0
414.0,292.0
366.0,294.0
433.0,293.0
441.0,293.0
445.0,293.0
128.0,295.0
125.0,295.0
215.0,297.0
41.0,297.0
316.0,298.0
320.0,298.0
381.0,298.0
117.0,300.0
123.0,300.0
312.0,300.0
94.0,302.0
272.0,301.0
53.0,303.0
256.0,304.0
117.0,305.0
222.0,306.0
237.0,305.0
260.0,304.0
237.0,309.0
241.0,310.0
47.0,309.0
394.0,309.0
104.0,310.0
188.0,311.0
137.0,315.0
324.0,315.0
403.0,314.0
410.0,314.0
103.0,316.0
117.0,316.0
124.0,316.0
143.0,315.0
152.0,316.0
91.0,318.0
146.0,317.0
443.0,318.0
45.0,319.0
110.0,318.0
309.0,319.0
390.0,319.0
265.0,320.0
29.0,323.0
53.0,321.0
89.0,322.0
416.0,321.0
86.0,322.0
307.0,322.0
40.0,324.0
5.0,324.0
116.0,325.0
366.0,324.0
372.0,324.0
428.0,325.0
440.0,327.0
283.0,329.0
446.0,327.0
365.0,329.0
31.0,330.0
228.0,329.0
356.0,330.0
428.0,330.0
151.0,330.0
180.0,331.0
436.0,331.0
270.0,332.0
370.0,332.0
274.0,332.0
367.0,332.0
474.0,334.0
446.0,334.0
470.0,333.0
35.0,334.0
117.0,335.0
267.0,336.0
380.0,336.0
125.0,337.0
377.0,336.0
35.0,338.0
428.0,338.0
504.0,338.0
197.0,339.0
448.0,340.0
463.0,340.0
61.0,340.0
246.0,342.0
339.0,342.0
14.0,342.0
61.0,343.0
212.0,344.0
411.0,343.0
451.0,342.0
474.0,343.0
175.0,346.0
365.0,345.0
170.0,347.0
332.0,346.0
481.0,346.0
50.0,347.0
227.0,347.0
409.0,347.0
451.0,348.0
128.0,349.0
157.0,349.0
161.0,349.0
418.0,350.0
291.0,351.0
324.0,350.0
50.0,352.0
368.0,351.0
412.0,351.0
426.0,351.0
44.0,354.0
286.0,352.0
137.0,354.0
426.0,355.0
435.0,355.0
11.0,356.0
98.0,356.0
100.0,355.0
441.0,357.0
166.0,358.0
293.0,359.0
353.0,358.0
50.0,359.0
256.0,360.0
21.0,362.0
72.0,361.0
311.0,362.0
353.0,362.0
426.0,362.0
256.0,364.0
166.0,364.0
239.0,364.0
413.0,364.0
445.0,365.0
228.0,366.0
298.0,365.0
90.0,368.0
218.0,366.0
235.0,366.0
339.0,367.0
113.0,368.0
207.0,369.0
419.0,367.0
491.0,368.0
255.0,369.0
436.0,368.0
496.0,368.0
22.0,369.0
349.0,370.0
193.0,371.0
344.0,370.0
359.0,371.0
199.0,371.0
363.0,371.0
483.0,372.0
298.0,373.0
477.0,373.0
22.0,374.0
227.0,374.0
235.0,374.0
113.0,375.0
173.0,376.0
497.0,376.0
157.0,376.0
177.0,376.0
294.0,376.0
365.0,378.0
54.0,378.0
235.0,378.0
205.0,378.0
111.0,379.0
344.0,380.0
157.0,381.0
505.0,380.0
162.0,381.0
111.0,383.0
248.0,383.0
303.0,383.0
241.0,383.0
152.0,384.0
227.0,385.0
12.0,386.0
131.0,386.0
206.0,387.0
184.0,388.0
414.0,390.0
408.0,390.0
226.0,390.0
121.0,391.0
132.0,391.0
350.0,391.0
12.0,392.0
264.0,393.0
403.0,393.0
108.0,396.0
145.0,395.0
221.0,395.0
138.0,396.0
407.0,396.0
33.0,399.0
139.0,401.0
385.0,400.0
453.0,400.0
391.0,400.0
221.0,404.0
68.0,404.0
82.0,406.0
230.0,407.0
364.0,406.0
219.0,407.0
466.0,408.0
68.0,410.0
177.0,409.0
356.0,409.0
463.0,408.0
362.0,409.0
503.0,410.0
399.0,410.0
38.0,412.0
399.0,413.0
482.0,412.0
63.0,413.0
173.0,416.0
326.0,415.0
319.0,417.0
41.0,418.0
409.0,418.0
29.0,419.0
44.0,419.0
236.0,419.0
170.0,420.0
27.0,422.0
282.0,425.0
409.0,423.0
20.0,423.0
170.0,424.0
99.0,426.0
237.0,426.0
497.0,426.0
19.0,427.0
502.0,426.0
96.0,428.0
75.0,431.0
192.0,432.0
197.0,432.0
418.0,432.0
243.0,433.0
21.0,434.0
28.0,434.0
237.0,434.0
246.0,433.0
406.0,434.0
426.0,433.0
439.0,434.0
49.0,435.0
283.0,437.0
434.0,434.0
191.0,436.0
224.0,437.0
322.0,437.0
385.0,438.0
404.0,438.0
433.0,438.0
20.0,439.0
30.0,438.0
96.0,438.0
202.0,439.0
287.0,439.0
442.0,439.0
72.0,440.0
80.0,440.0
238.0,440.0
