source_index,target_index,edge_weight
83,90,7.650281539872885
84,133,40.064495102245985
85,87,13.828427124746192
85,89,16.22677276241436
86,115,44.62084428835002
87,92,9.89292222699217
88,121,28.650281539872886
88,123,30.899494936611667
89,91,10.828427124746192
89,97,10.650281539872886
90,91,5.650281539872885
90,104,15.478708664619075
91,102,10.65685424949238
92,94,21.414213562373096
92,103,32.498473502456164
92,118,20.886349517372675
93,120,26.951532750363853
94,101,12.071067811865476
95,105,7.65685424949238
96,100,15.779959875110041
96,106,6.242640687119285
97,102,6.414213562373095
97,103,4.242640687119286
98,107,8.242640687119286
98,120,20.071067811865476
99,109,7.06449510224598
100,101,5.0
101,135,27.54977647648455
102,112,9.23606797749979
103,114,8.06449510224598
103,118,33.12626769902603
104,119,15.543203766865055
104,142,31.556349186104047
105,117,15.549776476484551
105,124,18.549776476484553
106,111,5.414213562373095
107,108,3.414213562373095
107,126,16.43397840021018
108,127,22.963990038857645
109,110,5.0
109,132,13.23606797749979
110,116,5.414213562373095
112,114,5.0
112,122,6.47213595499958
113,117,23.650281539872886
113,143,21.54977647648455
114,169,48.55634918610404
115,125,9.892922226992171
116,131,15.899494936611667
116,132,11.89292222699217
117,134,11.65685424949238
118,135,45.14213562373095
119,122,4.0
119,142,26.38477631085024
120,125,34.91118965504441
120,126,14.567196007456046
120,171,39.676619087329456
121,128,30.242640687119287
121,129,7.650281539872885
121,146,13.650281539872886
123,124,20.656854249492383
123,129,3.414213562373095
124,134,16.899494936611667
125,150,21.31370849898476
126,127,23.414213562373096
126,171,39.89019972152623
127,128,31.414213562373096
128,199,85.88225099390857
129,146,15.071067811865477
130,131,3.0
130,137,9.89292222699217
131,139,8.414213562373096
132,141,8.23606797749979
133,138,31.714776642118867
133,143,15.714776642118865
133,163,24.82842712474619
134,154,20.798989873223334
135,180,44.970562748477136
136,140,18.162277660168378
136,144,6.82842712474619
137,139,10.23606797749979
137,147,19.06449510224598
138,140,11.0
138,166,29.14213562373095
139,145,6.414213562373095
140,160,26.792417163603837
141,145,12.0
141,149,6.576491222541475
141,153,9.650281539872886
142,158,17.14213562373095
143,154,15.727922061357857
143,163,25.47598615915314
144,147,19.414213562373096
144,155,10.242640687119286
145,156,12.242640687119284
146,151,6.414213562373095
147,152,8.478708664619074
148,149,6.0
149,153,8.478708664619074
150,157,11.26240552495637
150,170,25.792417163603837
151,165,16.0
152,155,12.23606797749979
152,156,42.06449510224598
153,159,7.0710678118654755
154,167,20.38477631085024
154,196,51.92798007771529
155,161,7.478708664619075
156,159,7.47213595499958
157,162,10.99070478491457
157,168,15.676619087329467
158,162,6.82842712474619
158,169,59.38477631085023
159,183,33.698484809835
159,189,36.20663072597693
160,161,5.0
160,166,22.54977647648455
161,184,49.348766349707866
162,164,6.414213562373095
163,172,9.0
164,185,22.30713578936526
164,197,53.24826128631953
166,179,21.91925977444875
166,194,28.890199721526237
167,173,6.06449510224598
167,198,42.01219330881975
168,170,15.65685424949238
168,202,36.89949493661166
169,174,5.656854249492381
170,176,12.307135789365265
171,176,7.65685424949238
172,173,7.0
172,177,4.414213562373095
173,205,41.34876634970787
174,175,16.162277660168378
174,203,32.64755903440695
175,178,37.828427124746185
175,201,26.0
176,186,12.242640687119286
177,181,14.81913190966076
177,193,17.242640687119284
178,180,17.478708664619077
178,191,12.650281539872886
179,182,8.414213562373096
179,187,12.233345472033855
180,190,7.82842712474619
181,182,7.82842712474619
181,193,18.313708498984763
181,209,37.93455278733478
182,187,20.543203766865055
183,184,3.0
184,188,9.65685424949238
185,197,52.03505785072312
185,202,18.478708664619074
186,199,21.55634918610405
186,208,20.82842712474619
187,192,4.23606797749979
188,195,42.89949493661166
188,220,42.769552621700456
189,214,32.31370849898476
189,247,56.52691193458118
190,191,16.414213562373096
190,207,18.65685424949238
191,201,43.61427157873052
191,207,22.14213562373095
192,194,14.82842712474619
193,200,7.47213595499958
194,195,5.414213562373095
195,220,27.970562748477143
196,198,4.414213562373095
196,204,8.414213562373096
197,210,25.37820360123074
198,206,7.414213562373095
199,212,16.899494936611667
200,217,26.21320343559643
200,246,41.12899020449196
201,203,9.886349517372675
201,230,24.65685424949238
202,219,15.82842712474619
203,210,11.478708664619075
203,221,14.478708664619075
204,206,4.0
204,223,15.656854249492381
205,216,15.135562914111457
205,217,12.307135789365265
206,216,9.414213562373096
207,213,8.0
208,228,20.89292222699217
208,229,17.82842712474619
209,225,30.79898987322333
209,235,30.44927141309622
210,221,16.899494936611667
211,218,6.0
212,215,16.242640687119287
213,230,51.55634918610404
213,277,44.970562748477136
214,274,44.954694823772215
215,218,30.478708664619074
216,223,6.06449510224598
217,240,18.556349186104047
217,246,26.61427157873053
218,222,2.8284271247461903
219,226,7.478708664619075
219,232,9.650281539872886
220,224,3.0
221,231,7.650281539872885
222,227,5.0
222,234,54.31370849898476
223,233,8.886349517372675
223,238,11.404918347287666
224,225,4.414213562373095
224,239,9.307135789365265
225,235,8.071067811865476
226,232,9.06449510224598
226,237,18.72134935173836
227,257,26.035057850723124
227,284,36.242640687119284
228,229,9.0
228,248,17.307135789365265
228,255,17.414213562373096
229,260,19.414213562373096
229,279,63.52033922496169
230,236,4.242640687119286
231,236,7.06449510224598
231,253,53.970562748477136
232,241,8.650281539872886
233,234,5.0
233,238,8.812559200041264
234,251,14.721349351738361
235,252,15.963990038857647
235,276,38.58483432720767
236,245,8.478708664619075
236,270,47.69191210021549
237,241,24.307135789365265
237,249,16.485281374238575
238,240,5.0
238,242,5.23606797749979
239,243,18.48528137423857
239,252,11.242640687119286
240,246,25.779271744364845
241,250,3.6502815398728847
242,262,11.478708664619074
242,263,14.307135789365265
243,244,3.0
243,264,15.549776476484553
244,259,23.54977647648455
245,265,12.23606797749979
245,277,41.106125662588596
246,256,17.30056307974577
246,262,25.64755903440695
246,286,24.567196007456044
247,259,10.478708664619075
247,266,13.478708664619074
248,250,9.0
248,254,4.414213562373095
249,253,7.0
250,272,15.06449510224598
251,258,12.65685424949238
251,267,12.89292222699217
252,264,11.721349351738361
252,280,25.62084428835003
253,271,17.135562914111457
254,255,8.82842712474619
254,305,31.91925977444875
255,260,9.650281539872886
255,314,34.01602785260983
256,275,24.78584445398434
257,261,6.414213562373095
257,269,8.650281539872886
258,261,10.0
258,267,6.4787086646190755
259,266,12.478708664619074
259,293,22.371630891611243
260,279,44.79241716360383
260,315,29.89292222699217
261,269,8.478708664619074
262,263,11.414213562373096
262,340,48.69191210021549
263,268,6.650281539872885
264,288,18.135562914111457
264,292,25.384776310850235
265,309,32.45584412271572
265,328,37.32690062720234
266,274,10.307135789365265
267,268,15.650281539872886
267,273,11.65685424949238
268,324,34.37820360123074
269,273,8.82842712474619
269,284,23.727922061357855
270,271,10.23606797749979
270,278,5.0
270,282,12.06449510224598
271,298,34.970562748477136
272,305,19.06449510224598
273,285,8.414213562373096
274,300,10.23606797749979
275,276,12.06449510224598
275,289,6.82842712474619
276,290,15.071067811865477
277,281,3.0
278,282,7.650281539872885
278,301,10.06449510224598
279,312,16.72134935173836
280,287,5.650281539872885
280,291,11.064495102245981
281,309,18.88362701190674
281,327,33.963990038857645
282,296,4.414213562373095
283,286,13.090832649702559
283,294,4.82842712474619
283,295,5.82842712474619
284,302,8.06449510224598
285,324,25.792417163603837
286,294,7.23606797749979
286,299,13.071067811865476
287,290,6.0
287,307,15.05519988716055
288,291,6.0
288,292,25.414213562373096
289,297,8.82842712474619
289,306,9.478708664619074
290,303,6.414213562373095
291,307,9.06449510224598
292,293,6.0
293,322,31.035057850723124
294,295,5.650281539872885
295,297,8.0
296,301,12.242640687119286
296,325,24.963990038857645
297,306,8.82842712474619
298,310,7.0
298,311,17.071067811865476
299,304,5.82842712474619
300,322,14.06449510224598
301,308,4.82842712474619
302,312,22.65685424949238
302,342,23.242640687119284
303,319,13.135562914111457
303,344,33.34219364008839
305,311,8.0
305,314,14.67004637770997
305,326,10.0
307,319,10.819131909660761
307,356,74.95715334956411
308,310,33.82842712474619
308,334,14.478708664619075
309,320,7.82842712474619
309,323,13.307135789365265
310,313,3.414213562373095
311,313,11.82842712474619
312,316,5.82842712474619
313,349,20.478708664619074
314,315,10.60555127546399
314,326,13.43397840021018
314,352,21.773387165490547
315,317,3.414213562373095
316,318,22.82842712474619
316,331,9.06449510224598
317,318,24.656854249492383
317,330,27.46941344953364
318,330,6.23606797749979
319,321,3.0
320,332,14.064495102245981
320,333,7.242640687119285
321,345,15.963990038857649
321,355,26.206630725976932
322,336,5.0
323,328,20.951532750363853
323,333,5.650281539872885
324,339,7.0
325,328,10.82842712474619
325,329,16.23606797749979
326,337,6.23606797749979
327,332,11.828427124746192
327,343,9.0
328,348,10.242640687119284
329,334,18.162277660168378
329,351,15.812559200041266
330,335,9.414213562373096
330,341,7.0197648378370845
331,335,9.23606797749979
331,342,35.135562914111446
332,343,16.48528137423857
333,376,38.2776985378424
334,366,24.899494936611664
335,338,4.0
336,346,12.485281374238571
336,356,17.848191962583275
337,349,16.071067811865476
337,354,13.576491222541476
338,341,6.23606797749979
338,360,48.20663072597693
339,353,12.89292222699217
339,361,17.72134935173836
340,374,30.627416997969526
341,389,52.419834161573355
342,350,12.650281539872886
342,360,11.23606797749979
343,357,10.06449510224598
344,355,22.06177259678004
344,375,29.099552952969105
345,359,20.727922061357855
345,386,45.77207739179957
346,347,4.0
346,356,16.061772596780045
348,351,25.892922226992173
348,369,15.414213562373096
349,358,14.543203766865055
349,362,10.576491222541474
350,353,27.30713578936527
350,367,14.414213562373096
351,364,11.485281374238571
352,354,10.650281539872886
353,361,14.06449510224598
353,382,17.714776642118867
354,363,7.650281539872885
354,385,17.650281539872886
355,359,8.0
355,368,11.640986324787455
356,372,10.255832815336873
357,392,45.20005801635743
357,414,36.65685424949238
358,362,14.23606797749979
358,371,13.485281374238571
359,386,60.62741699796952
360,365,3.414213562373095
361,370,7.0710678118654755
362,363,5.0
363,381,12.828427124746192
364,366,15.576491222541476
364,379,11.242640687119286
365,367,9.650281539872886
365,377,9.414213562373096
366,371,8.650281539872886
366,380,12.233345472033855
367,378,8.0
367,382,23.957417329238147
368,383,32.72792206135786
368,428,51.10340315712265
369,376,13.233345472033855
369,384,8.656854249492381
370,374,21.071067811865476
370,393,17.65685424949238
371,373,4.23606797749979
372,386,24.265241249348612
372,395,14.414213562373096
373,381,25.404918347287662
373,388,9.414213562373096
374,400,20.378203601230744
375,383,3.414213562373095
375,387,9.06449510224598
376,392,22.549776476484553
376,407,26.161900461568038
377,378,10.23606797749979
377,398,67.96399003885765
377,429,33.650281539872886
378,391,21.95741732923815
378,435,38.41421356237309
379,380,4.0
379,397,17.142135623730955
380,415,30.04163056034262
381,385,9.886349517372675
381,401,12.43397840021018
382,391,8.39834563766817
382,393,30.135562914111453
383,387,7.242640687119286
384,396,17.72792206135786
384,407,17.99070478491457
385,390,6.650281539872885
385,394,6.0
386,404,11.123105625617661
387,402,15.135562914111457
388,401,21.485281374238568
388,411,13.650281539872886
389,390,9.0
389,399,12.071067811865476
390,394,8.82842712474619
391,408,9.576491222541474
391,422,34.62741699796952
392,414,39.20663072597693
392,433,30.47598615915314
393,403,8.071067811865476
394,406,6.47213595499958
395,440,32.12899020449196
396,397,4.0
396,407,16.64755903440695
397,432,48.94112549695428
398,399,13.0
398,416,34.54977647648455
399,418,20.142135623730955
400,402,4.0
400,410,8.071067811865476
401,405,4.0
402,412,9.640986324787454
403,409,10.242640687119284
403,417,8.82842712474619
404,419,11.89292222699217
404,434,23.071067811865476
405,406,11.0
405,427,17.48528137423857
406,413,5.23606797749979
407,433,33.818754711060414
407,437,24.890199721526233
408,430,25.798989873223334
408,448,29.31370849898476
409,410,7.0
409,417,9.65685424949238
410,412,18.08425994008306
411,415,2.8284271247461903
411,425,13.65685424949238
412,423,11.65685424949238
413,420,9.242640687119286
413,454,27.89292222699217
415,426,9.650281539872886
416,429,39.970562748477136
416,460,30.071067811865476
417,421,3.0
418,420,5.0
418,460,71.35533905932736
419,424,5.0
420,455,26.48528137423857
421,422,9.0
421,447,21.135562914111453
422,431,9.485281374238571
423,428,12.307135789365265
423,441,15.064495102245981
424,434,13.721349351738361
424,472,28.200058016357435
425,426,6.414213562373095
425,427,5.82842712474619
426,432,6.414213562373095
427,453,19.142135623730955
428,441,9.307135789365265
428,446,10.899494936611667
429,438,5.82842712474619
430,431,4.0
430,439,9.071067811865476
431,442,10.65685424949238
432,445,5.414213562373095
433,436,3.0
434,444,5.650281539872885
435,438,5.23606797749979
435,448,12.071067811865476
435,451,6.99070478491457
436,459,18.899494936611667
436,478,18.89292222699217
437,524,67.32590180780451
437,576,81.79898987322332
438,451,8.65685424949238
439,442,14.478708664619075
439,461,22.371630891611243
440,444,9.650281539872886
440,458,8.0
441,456,9.242640687119286
441,462,10.06449510224598
442,449,3.82842712474619
443,446,6.0
443,457,9.478708664619075
444,464,10.307135789365265
444,465,8.16227766016838
445,470,19.727922061357855
445,524,43.41421356237309
446,463,8.414213562373096
447,450,15.064495102245981
447,452,2.8284271247461903
448,466,5.414213562373095
449,450,3.0
449,481,27.970562748477143
450,495,24.307135789365265
451,477,10.82842712474619
452,467,20.656854249492383
452,484,14.478708664619077
453,454,3.23606797749979
453,470,6.656854249492381
454,455,7.23606797749979
454,483,12.0
455,474,4.0
456,462,6.414213562373095
456,468,6.414213562373095
457,469,7.82842712474619
457,475,15.656854249492381
458,473,3.6502815398728847
459,478,20.899494936611667
459,492,34.38477631085023
460,476,4.82842712474619
461,466,4.0
461,480,10.307135789365265
462,467,8.0
463,468,5.0
463,469,4.0
464,465,7.650281539872885
464,472,17.30056307974577
465,473,6.414213562373095
466,482,9.242640687119286
467,484,19.31370849898476
468,513,32.37820360123074
469,510,30.970562748477136
470,483,13.779959875110041
471,472,30.0
471,475,15.0
471,488,10.23606797749979
472,485,9.0
473,479,6.0
474,483,10.26240552495637
474,530,83.49747468305831
475,488,19.135562914111457
476,486,8.0
476,487,36.31370849898477
477,482,9.82842712474619
477,487,6.414213562373095
478,501,22.963990038857645
479,491,9.06449510224598
480,481,3.0
480,494,13.485281374238571
481,503,16.48528137423857
482,490,8.123105625617661
483,493,9.99070478491457
483,516,23.010469622751653
484,489,4.23606797749979
485,504,10.0
485,509,27.556349186104047
486,502,6.650281539872885
487,498,6.242640687119285
488,511,16.307135789365265
489,499,14.656854249492383
489,506,10.650281539872886
489,508,15.81913190966076
490,494,6.123105625617661
490,498,8.99070478491457
490,531,26.08425994008306
491,496,8.650281539872886
491,500,5.8863495173726745
493,516,16.72134935173836
493,533,39.52691193458118
494,503,17.478708664619077
495,499,8.0
495,505,15.656854249492381
496,497,4.0
496,540,36.04163056034262
498,522,18.485281374238568
499,506,16.65685424949238
500,504,29.478708664619074
500,557,38.30713578936526
501,507,7.06449510224598
502,517,22.200058016357435
502,520,14.414213562373096
503,505,4.0
504,509,22.892922226992173
504,539,24.650281539872886
505,575,53.17719347445407
506,508,7.82842712474619
507,576,44.142135623730944
508,512,4.82842712474619
509,511,4.650281539872885
510,513,10.39834563766817
510,514,6.414213562373095
511,515,6.23606797749979
511,546,26.64755903440695
512,518,23.242640687119287
512,543,23.31370849898476
513,519,7.82842712474619
513,523,6.82842712474619
514,515,18.65685424949238
514,526,10.65685424949238
515,526,15.313708498984763
516,548,21.242640687119284
516,551,26.404918347287666
517,521,5.414213562373095
517,522,10.650281539872886
517,525,9.414213562373096
518,519,7.0
518,543,22.79898987322333
519,523,11.06449510224598
520,521,11.414213562373096
520,528,6.650281539872885
521,525,4.0
522,527,5.0
523,529,5.656854249492381
524,536,8.0
525,534,13.071067811865476
526,532,5.0
527,535,6.23606797749979
527,537,9.30056307974577
528,530,7.414213562373095
528,534,7.951532750363851
529,532,15.82842712474619
529,572,26.72134935173836
530,538,5.0
531,537,15.738768882709854
531,569,21.89292222699217
531,575,59.59140703682715
532,546,29.54048126139912
533,545,23.899494936611667
533,555,14.071067811865476
534,538,12.255832815336873
534,541,18.567196007456044
534,559,11.537319187990756
535,537,8.23606797749979
535,541,7.4787086646190755
536,553,16.313708498984763
536,593,35.48528137423857
537,556,11.89292222699217
538,542,6.06449510224598
539,544,2.8284271247461903
539,546,22.676619087329463
540,568,28.028485141103626
540,574,26.727922061357855
541,552,4.242640687119286
541,556,14.12899020449196
542,545,16.064495102245978
542,559,19.071067811865476
543,549,3.0
544,557,20.485281374238568
544,565,11.0
545,558,11.485281374238571
546,560,6.708203932499369
547,550,3.0
547,585,40.72134935173836
547,595,30.72134935173836
548,554,6.650281539872885
548,577,16.89292222699217
549,588,32.099552952969105
549,622,58.94112549695428
551,553,4.414213562373095
551,554,3.414213562373095
552,564,13.12899020449196
552,571,13.714776642118863
553,561,5.0
554,562,5.0
555,558,7.414213562373095
555,577,38.79241716360383
556,569,23.899494936611664
556,581,16.12899020449196
557,567,6.0
558,594,32.5203392249617
559,563,3.414213562373095
560,566,12.82842712474619
560,573,6.242640687119285
561,562,7.0
561,593,26.798989873223334
562,578,9.414213562373096
563,564,6.0
563,579,8.414213562373096
564,571,7.812559200041264
565,566,7.0
565,570,10.414213562373096
565,584,11.47213595499958
566,586,13.071067811865476
567,568,14.0
567,570,8.0
567,580,8.06449510224598
568,574,18.576491222541478
568,587,21.142135623730955
569,598,23.071067811865476
570,582,9.0
571,581,13.714776642118863
571,596,22.061772596780045
572,573,35.071067811865476
572,599,19.89292222699217
573,590,15.899494936611667
574,587,11.89292222699217
575,589,12.478708664619075
576,583,4.0
577,578,10.23606797749979
577,642,51.88362701190674
579,594,20.55634918610405
579,596,11.414213562373096
580,582,5.82842712474619
580,592,10.242640687119286
581,598,37.62084428835003
581,620,37.620844288350014
582,584,8.23606797749979
582,592,7.82842712474619
583,585,41.963990038857645
583,623,53.685339390596
584,586,4.0
584,601,17.30713578936527
585,595,8.242640687119286
586,591,10.071067811865476
587,597,7.414213562373095
588,589,4.23606797749979
588,616,27.38477631085024
589,607,18.95741732923815
590,591,5.0
590,600,33.89949493661166
591,605,53.55634918610404
592,601,11.242640687119286
593,608,17.071067811865476
594,604,17.556349186104047
594,640,56.898542826192426
595,610,15.414213562373096
596,604,12.656854249492381
597,611,20.556349186104047
597,629,56.384776310850235
598,602,6.656854249492381
599,600,4.23606797749979
600,603,7.0
601,629,20.82842712474619
602,606,13.242640687119284
602,621,13.650281539872886
603,605,4.0
603,609,5.82842712474619
604,617,9.0
605,613,6.0
606,619,10.0
607,612,5.650281539872885
607,615,6.8863495173726745
608,634,18.06449510224598
609,613,11.06449510224598
609,622,26.48528137423857
610,626,12.656854249492381
612,615,8.06449510224598
612,618,15.828427124746192
613,625,12.899494936611667
614,617,7.60555127546399
614,620,9.06449510224598
615,619,14.12899020449196
616,618,7.414213562373095
616,632,28.14213562373095
617,631,9.16227766016838
617,633,15.714776642118863
618,641,27.13284040864552
619,621,10.47213595499958
619,643,15.071067811865477
620,624,5.0
621,627,45.65685424949238
621,643,14.892922226992171
622,628,5.0
623,630,10.414213562373096
623,635,22.478708664619077
624,627,9.0
624,631,14.812559200041266
625,636,37.721349351738354
625,637,8.478708664619075
626,630,5.23606797749979
626,638,8.485281374238571
627,657,31.277698537842408
628,632,7.414213562373095
628,636,5.47213595499958
629,639,28.721349351738358
629,651,18.576491222541474
630,647,20.96399003885765
631,633,8.123105625617661
631,654,21.549776476484553
632,644,10.307135789365265
633,640,46.89292222699217
634,635,34.65685424949238
634,650,11.650281539872886
635,647,19.48528137423857
636,649,13.543203766865055
636,656,16.89292222699217
637,639,11.650281539872886
637,646,8.650281539872886
638,663,61.62741699796952
639,646,14.478708664619075
640,645,8.82842712474619
641,644,7.0
641,673,27.035057850723124
642,645,8.576491222541474
642,650,52.071067811865476
642,653,9.414213562373096
643,648,5.0
644,649,9.06449510224598
645,653,13.65685424949238
646,662,27.206630725976932
647,652,7.23606797749979
648,658,9.23606797749979
648,660,15.957417329238151
649,656,14.485281374238571
650,652,47.23334547203386
650,670,13.576491222541474
652,665,25.899494936611667
653,659,5.0
654,671,18.478708664619074
655,657,4.0
655,668,10.06449510224598
656,661,4.0
657,668,15.071067811865476
658,660,9.82842712474619
659,666,10.06449510224598
659,667,4.0
660,669,8.82842712474619
660,672,5.16227766016838
661,662,15.414213562373096
663,664,12.0
664,665,17.23606797749979
666,667,9.886349517372675
668,669,6.0
669,672,8.06449510224598
